name,image
Chain Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/chain_set.png
Champion Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/champion-set-elden-ring-wiki-guide.png
Cleanrot Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/cleanrotf.png
Commoner's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/commoner's_set.png
Confessor Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/confessor-set-elden-ring-wiki-guide.png
Consort's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/consort's_set.png
Crucible Axe Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/crucible_knight_set.png
Crucible Tree Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/crucible-tree-set-elden-ring-wiki-guide.png
Cuckoo Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/cuckoo_knight_set.png
Depraved Perfumer Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/depraved_perfumer_set.png
Drake Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/drake_knight_set.png
Duelist Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/duelist_set.png
Eccentric Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/eccentric_set.png
Elden Lord Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/elden_lord_set.png
Errant Sorcerer Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/errant_sorcerer_set.png
Exile Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/exile-set-elden-ring-wiki-guide.png
Festive Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/festive_set.png
Fia's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/fia_set.png
Finger Maiden Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/finger-maiden-set-elden-ring-wiki-guide.png
Fingerprint Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/fingerprint_set.png
Fire Monk Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_monk_set_transparent.png
Fire Prelate Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_prelate_set.png
Fur Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/fur_set.png
Gelmir Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/gelmir-set-elden-ring-wiki-guide.png
General Radahn Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/radahn_set.png
Godrick Foot Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/godrick_foot_soldier_set.png
Godrick Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/godrick_knight_set.png
Godrick Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/godrick_soldier_set.png
Godskin Apostle Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/godskin-apostle-set-elden-ring-wiki-guide.png
Godskin Noble Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/godskin_noble_set.png
Goldmask's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/goldmask_set.png
Guardian Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/guardian_set.png
Guilty Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/guilty_set.png
Haligtree Foot Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/haligtree_foot_soldier_set.png
Haligtree Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/haligtree_knight_set.png
Haligtree Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/haligtree_set.png
High Page Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/high_page_set.png
Highwayman Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/highwayman_set.png
Hoslow's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/hoslow-set-elden-ring-wiki-guide.png
House Marais Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/marais-set-elden-ring-wiki-guide.png
Iron Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_set.png
Juvenile Scholar Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/juvenile-scholar-set-elden-ring-wiki-guide.png
Kaiden Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/kaiden_set-elden-ring-wiki-guide.png
Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/knight-set-elden-ring-wiki-200px.png
Land of Reeds Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/samurai-set-elden-ring-wiki-guide.png
Lazuli Sorcerer Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/lazuli_sorcerer_set.png
Leather Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/leather_set.png
Leyndell Foot Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_foot_soldier_set.png
Leyndell Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_knight_set.png
Leyndell Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_soldier_armor.png
Lionel's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/lionel-set-elden-ring-wiki-guide.png
Lusat's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/lusat's_set.png
Malenia's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/malenia_set.png
Malformed Dragon Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/malformed-dragon-set-elden-ring-wiki-guide.png
Maliketh's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/maliketh_set.png
Marionette Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/marionette_soldier_set.png
Mausoleum Foot Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/mausoleum_foot_soldier_set.png
Mausoleum Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/mausoleum_knight_set.png
Mausoleum Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/mausoleum_soldier_set.png
Millicent's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/mushroom-set-elden-ring-wiki-guide.png
Mushroom Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/night_maiden_set.png
Night Maiden Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/night's_cavalry_set.png
Night's Cavalry Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/noble-set-elden-ring-wiki-guide.png
Noble's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_merchant's_set.png
Nomadic Merchant's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/nox_monk_set-elden-ring-wiki-guide.png
Nox Monk Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/nox_swordstress_set.png
Nox Swordstress Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/old_aristocrat_set.png
Old Aristocrat Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/omen_set.png
Omen Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/omenkiller-set-elden-ring-wiki-guide.png
Omenkiller Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/page-set-elden-ring-wiki-guide.png
Page Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumer_set.png
Perfumer Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/traveler-set-elden-ring-wiki-guide.png
Preceptor's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/preceptor-set-elden-ring-wiki-guide.png
Prisoner Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/prisoner-set-elden-ring-wiki-guide.png
Prophet Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/prophet-set-elden-ring-wiki-guide.png
Queen of the Full Moon Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/queen-set-elden-ring-wiki-guide.png
Radahn Foot Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/radahn_foot_soldier_set.png
Radahn Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/radahn_soldier_set_fixed.png
Raging Wolf Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/bloody-wolf-armor-set-elden-ring-wiki-guide.png
Raptor's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/raptor's_set.png
Raya Lucarian Foot Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/raya_lucarian_foot_soldier_set.png
Raya Lucarian Soldier Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/raya_lucarian_soldier_set.png
Raya Lucarian Sorcerer Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/raya_lucarian_sorcerer_set.png
Redmane Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/redmane_knight_set.png
Ronin's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/ronin's_set.png
Rotten Duelist Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_duelist_set.png
Royal Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_knight.png
Royal Remains Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_remains_set.png
Ruler's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/ruler-set-elden-ring-wiki-guide.png
Sage Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/sage-set-elden-ring-wiki-guide.png
Sanguine Noble Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/sanguine_noble_armor_set-elden-ring-wiki-guide.png
Scaled Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/scaled-set-elden-ring-wiki-guide.png
Shaman Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/shaman_set.png
Snow Witch Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/snowwitch-set-elden-ring-wiki-guide.png
Spellblade Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/spellblade-set-elden-ring-wiki-guide.png
Traveler's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/melinas_set.png
Traveling Maiden Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/travelling_maiden_set.png
Tree Sentinel Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/tree_sentinel_set_pose.png
Twinned Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/twinned-set-elden-ring-wiki-guide.png
Vagabond Knight Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/vagabond-knight-set-elden-ring-wiki-guide.png
Veteran's Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/veteran_set.png
Vulgar Militia Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/vulgar_militia_set.png
War Surgeon Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/war_surgeon_set.png
White Reed Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/white_reed_set.png
Zamor Set,https://eldenring.wiki.fextralife.com/file/Elden-Ring/zamor-set-elden-ring-wiki-guide.png
