name,image
Kite Shield,https://eldenring.fanapis.com/images/shields/17f6967bb2bl0i127q8x98oklbecj.png
Banished Knight's Shield,https://eldenring.fanapis.com/images/shields/17f698ac740l0i127wziv2s11fd2c.png
Albinauric Shield,https://eldenring.fanapis.com/images/shields/17f69ce5e4cl0i128b0nivmu8x7jg.png
Sun Realm Shield,https://eldenring.fanapis.com/images/shields/17f6987cd26l0i128fmzfvt6grfjsp.png
Silver Mirrorshield,https://eldenring.fanapis.com/images/shields/17f6970052fl0i128q30d2avtlnbrrf.png
Round Shield,https://eldenring.fanapis.com/images/shields/17f6988b72dl0i128vmcj5b7a5j1e9.png
Scorpion Kite Shield,https://eldenring.fanapis.com/images/shields/17f6948dfb1l0i1298n92tg7459mbg.png
Twinbird Kite Shield,https://eldenring.fanapis.com/images/shields/17f698aad3fl0i129kcpcnkgwlznm.png
Blue-gold Kite Shield,https://eldenring.fanapis.com/images/shields/17f6966bef4l0i129o1blgktqip69s.png
Brass Shield,https://eldenring.fanapis.com/images/shields/17f69beaf5al0i12ae69s49g5aaaea.png
Shield Of The Guilty,https://eldenring.fanapis.com/images/shields/17f6996caf5l0i12afnpkuzhuzo9o.png
Great Turtle Shell,https://eldenring.fanapis.com/images/shields/17f699d7257l0i12ai52ozxwx6ewwi.png
Carian Knight's Shield,https://eldenring.fanapis.com/images/shields/17f6942eeabl0i12apjrp14m98cxmg.png
Horse Crest Wooden Shield,https://eldenring.fanapis.com/images/shields/17f699a214fl0i12beelfraiymmf7.png
Candletree Wooden Shield,https://eldenring.fanapis.com/images/shields/17f69723a6dl0i12bhd8qm1rkekq4w.png
Large Leather Shield,https://eldenring.fanapis.com/images/shields/17f69b8ad9fl0i12bhsus3gi193fg.png
Flame Crest Wooden Shield,https://eldenring.fanapis.com/images/shields/17f698d0e0bl0i12bjdv825l4x33d.png
Hawk Crest Wooden Shield,https://eldenring.fanapis.com/images/shields/17f694f969el0i12bq44jy1iwmun1y.png
Beast Crest Heater Shield,https://eldenring.fanapis.com/images/shields/17f69710d06l0i12cez6ml1ut0n7cs.png
Red Crest Heater Shield,https://eldenring.fanapis.com/images/shields/17f69654c0bl0i12chkv2olyhv4kt.png
Eclipse Crest Heater Shield,https://eldenring.fanapis.com/images/shields/17f69c34ab1l0i12cmtzhluyza2vbd.png
Blue Crest Heater Shield,https://eldenring.fanapis.com/images/shields/17f69722576l0i12cnfqtct2uo1lqi.png
Inverted Hawk Heater Shield,https://eldenring.fanapis.com/images/shields/17f693c5d25l0i12cqwc17w5od5uh.png
Heater Shield,https://eldenring.fanapis.com/images/shields/17f694b8cc1l0i12d7wmnsvn9wams.png
Black Leather Shield,https://eldenring.fanapis.com/images/shields/17f698cf256l0i12dbf0mgqicx93p.png
Dragon Towershield,https://eldenring.fanapis.com/images/shields/17f693c793el0i12deqfa24mgi3ik7.png
Crucible Hornshield,https://eldenring.fanapis.com/images/shields/17f695a9c70l0i12dg13mf7v9clac.png
Distinguished Greatshield,https://eldenring.fanapis.com/images/shields/17f6998f8b8l0i12dhelzp1oi1uyv.png
Dragonclaw Shield,https://eldenring.fanapis.com/images/shields/17f69872931l0i12dy19gq5ij75yoe.png
Golden Beast Crest Shield,https://eldenring.fanapis.com/images/shields/17f6989b386l0i12e4lob57bdw1rqq.png
Erdtree Greatshield,https://eldenring.fanapis.com/images/shields/17f694b1b61l0i12e5nf59cb5qk7vu.png
Briar Greatshield,https://eldenring.fanapis.com/images/shields/17f69ac13ecl0i12e68qij6rgf53vp.png
Jellyfish Shield,https://eldenring.fanapis.com/images/shields/17f699569f2l0i12e91gm212p52kz4.png
Fingerprint Stone Shield,https://eldenring.fanapis.com/images/shields/17f69ac7946l0i12emsgkbeuohu93n.png
Icon Shield,https://eldenring.fanapis.com/images/shields/17f693ca65dl0i12eu7yz6cf3nexe.png
Visage Shield,https://eldenring.fanapis.com/images/shields/17f69797ac7l0i12ew4eqk33suyj17.png
One-eyed Shield,https://eldenring.fanapis.com/images/shields/17f69378e1dl0i12exgnluqgflkbi.png
Spiked Palisade Shield,https://eldenring.fanapis.com/images/shields/17f69c7916el0i12ey2p0l7xj09nis.png
Manor Towershield,https://eldenring.fanapis.com/images/shields/17f695ce77cl0i12fbgg8t0smpvg3n.png
Crossed-tree Towershield,https://eldenring.fanapis.com/images/shields/17f6981fc6cl0i12fkq4jfcsautbiv.png
Redmane Greatshield,https://eldenring.fanapis.com/images/shields/17f69a1afefl0i12fozrc1tnhg20is.png
Ant's Skull Plate,https://eldenring.fanapis.com/images/shields/17f69b33aafl0i12fqkwzuaznegji.png
Inverted Hawk Towershield,https://eldenring.fanapis.com/images/shields/17f69bfaff2l0i12frzztam4cpn7d.png
Eclipse Crest Greatshield,https://eldenring.fanapis.com/images/shields/17f69ae9ee5l0i12fyuk6a06fvdcq.png
Cuckoo Greatshield,https://eldenring.fanapis.com/images/shields/17f69aba9d3l0i12ga56obpyqthd0a.png
Gilded Greatshield,https://eldenring.fanapis.com/images/shields/17f695ae9edl0i12glt4xotvobrl0m.png
Golden Greatshield,https://eldenring.fanapis.com/images/shields/17f698cf6d3l0i12gnjnwa5wdqlqj.png
Haligtree Crest Greatshield,https://eldenring.fanapis.com/images/shields/17f698f9c1fl0i12go9pgbh4sdw0zs.png
Wooden Greatshield,https://eldenring.fanapis.com/images/shields/17f699949b2l0i12gqzulu6fgih91o.png
Lordsworn's Shield,https://eldenring.fanapis.com/images/shields/17f69b9df0bl0i12h4ss3ka8zvpcoc.png
