name,image
Fire Scorpion Charm,https://eldenring.fanapis.com/images/talismans/17f697b6373l0i2srhja32ffmg9v7s.png
Godskin Swaddling Cloth,https://eldenring.fanapis.com/images/talismans/17f69c7f897l0i2srkhjmyvn5rfnva.png
Faithful's Canvas Talisman,https://eldenring.fanapis.com/images/talismans/17f696b2a8el0i2srkijjgnyeo45ic.png
Great-jar's Arsenal,https://eldenring.fanapis.com/images/talismans/17f69882e78l0i2ss2r6zb3cbd6h3k.png
Haligdrake Talisman,https://eldenring.fanapis.com/images/talismans/17f69854ae6l0i2ss4quq0gikz8cw.png
Green Turtle Talisman,https://eldenring.fanapis.com/images/talismans/17f69ecd4bdl0i2ss5cnven5hobw5d.png
Hammer Talisman,https://eldenring.fanapis.com/images/talismans/17f696fc245l0i2ss7f2pzn3xdhj6n.png
Immunizing Horn Charm,https://eldenring.fanapis.com/images/talismans/17f69a7ec34l0i2ss898co9a2xz8uv.png
Kindred Of Rot's Exultation,https://eldenring.fanapis.com/images/talismans/17f69cd1ed6l0i2ssohaju8uk3qvro.png
Lightning Scorpion Charm,https://eldenring.fanapis.com/images/talismans/17f69e2a905l0i2ssrfz1ym5wgjvc.png
Longtail Cat Talisman,https://eldenring.fanapis.com/images/talismans/17f69ca952al0i2ssu6yw9l5kfw6q.png
Marika's Scarseal,https://eldenring.fanapis.com/images/talismans/17f69bdcd53l0i2ssvjmuvkx73w1bo.png
Lord Of Blood's Exultation,https://eldenring.fanapis.com/images/talismans/17f69c66a45l0i2sswom5whqqzshn.png
Mottled Necklace,https://eldenring.fanapis.com/images/talismans/17f69b9af92l0i2st8bt7bg2grdb1h.png
Moon Of Nokstella,https://eldenring.fanapis.com/images/talismans/17f6980d220l0i2stavhe03m4ms2yf.png
Old Lord's Talisman,https://eldenring.fanapis.com/images/talismans/17f6967fb2dl0i2ste8y2pomb9gcj9.png
Pearldrake Talisman,https://eldenring.fanapis.com/images/talismans/17f699f5086l0i2stgzl85bqm2vvy.png
Primal Glintstone Blade,https://eldenring.fanapis.com/images/talismans/17f69e4e872l0i2strgtb0bn8sior8.png
Prince Of Death's Pustule,https://eldenring.fanapis.com/images/talismans/17f697a330el0i2stvssvzrmkqvrx.png
Radagon Icon,https://eldenring.fanapis.com/images/talismans/17f69db3ddfl0i2stxpa5we7cuil2.png
Radagon's Scarseal,https://eldenring.fanapis.com/images/talismans/17f69f6b0d2l0i2su0uxibci7qzsn.png
Radagon's Soreseal,https://eldenring.fanapis.com/images/talismans/17f696a52c1l0i2su2ddt9cbw3bnog.png
Sacred Scorpion Charm,https://eldenring.fanapis.com/images/talismans/17f69e49085l0i2sudupmymnf7is0e.png
Sacrificial Twig,https://eldenring.fanapis.com/images/talismans/17f6966d3a9l0i2suh41ayrux3telz.png
Shabriri's Woe,https://eldenring.fanapis.com/images/talismans/17f697d1dacl0i2sui3ut73lui72f.png
Spelldrake Talisman,https://eldenring.fanapis.com/images/talismans/17f69b80630l0i2sum3q22drl273qe.png
Stargazer Heirloom,https://eldenring.fanapis.com/images/talismans/17f69726e74l0i2sunvmav2rtqj9e.png
Twinblade Talisman,https://eldenring.fanapis.com/images/talismans/17f6964b6cbl0i2suzpeqzc8p0p31a.png
Taker's Cameo,https://eldenring.fanapis.com/images/talismans/17f69ebbca4l0i2suzy77ydy8c49x.png
Starscourge Heirloom,https://eldenring.fanapis.com/images/talismans/17f697e6e60l0i2sv6zgblnfuco5k5.png
Viridian Amber Medallion,https://eldenring.fanapis.com/images/talismans/17f697609cfl0i2sv7ve0yxa2u67ps.png
Two Fingers Heirloom,https://eldenring.fanapis.com/images/talismans/17f69b8ff63l0i2svfsqagao13n1q.png
Winged Sword Insignia,https://eldenring.fanapis.com/images/talismans/17f69a2445bl0i2svl6l9dei5cxhbd.png
Erdtree's Favor,https://eldenring.fanapis.com/images/talismans/17f69f205a0l0i2svmo2djg04dhvj4.png
Crimson Seed Talisman,https://eldenring.fanapis.com/images/talismans/17f699b6e58l0i2svqah8qxabssa6s.png
Graven-school Talisman,https://eldenring.fanapis.com/images/talismans/17f69d7c380l0i2sw0rxwfk68fidwr.png
Godfrey Icon,https://eldenring.fanapis.com/images/talismans/17f69c0c973l0i2sw8w6uvbwqiqfmy.png
Lance Talisman,https://eldenring.fanapis.com/images/talismans/17f69858252l0i2swaqtyccdf5kihk.png
Graven-mass Talisman,https://eldenring.fanapis.com/images/talismans/17f69ee87e3l0i2swe4iei5nanxbr.png
Ancestral Spirit's Horn,https://eldenring.fanapis.com/images/talismans/17f6967466bl0i2swi5et1ibv4rc6r.png
Stalwart Horn Charm,https://eldenring.fanapis.com/images/talismans/17f69990291l0i2swl19cw8v99d5tk.png
Dragoncrest Greatshield Talisman,https://eldenring.fanapis.com/images/talismans/17f696b90dbl0i2sws9twxdvi39xzf.png
Marika's Soreseal,https://eldenring.fanapis.com/images/talismans/17f69c504f2l0i2swunxt9oun5dn9.png
Gold Scarab,https://eldenring.fanapis.com/images/talismans/17f69d1b2c0l0i2sx1e2ftbrqshztb.png
Ritual Sword Talisman,https://eldenring.fanapis.com/images/talismans/17f699ae959l0i2sx3bloupcziqiz.png
Ritual Shield Talisman,https://eldenring.fanapis.com/images/talismans/17f699e1a3al0i2sxkv62fi32hab4.png
Perfumer's Talisman,https://eldenring.fanapis.com/images/talismans/17f69e92d45l0i2sxmogqn2tdfna89.png
Blue-feathered Branchsword,https://eldenring.fanapis.com/images/talismans/17f69b3ce89l0i2sxo7j01c9t4v2b.png
Magic Scorpion Charm,https://eldenring.fanapis.com/images/talismans/17f69747fbcl0i2sxow29iyn6fm75v.png
Prince Of Death's Cyst,https://eldenring.fanapis.com/images/talismans/17f69c86334l0i2sy3lip14s6g9qa.png
Warrior Jar Shard,https://eldenring.fanapis.com/images/talismans/17f69f4710al0i2sy6gpkd85ki28.png
Shard Of Alexander,https://eldenring.fanapis.com/images/talismans/17f698e1ea9l0i2sy8csbpc3y128lo.png
Greatshield Talisman,https://eldenring.fanapis.com/images/talismans/17f69ba2ff0l0i2sye3sdb94vc6u6j.png
Millicent's Prosthesis,https://eldenring.fanapis.com/images/talismans/17f69afb835l0i2sykg6ynuw6wl9b.png
Spear Talisman,https://eldenring.fanapis.com/images/talismans/17f69e13918l0i2syr0vvb0gg1l8xg.png
Dagger Talisman,https://eldenring.fanapis.com/images/talismans/17f6991130cl0i2sywsfxyysl6tz7h.png
Red-feathered Branchsword,https://eldenring.fanapis.com/images/talismans/17f69ad7529l0i2syzo9ji7wrucoq5.png
Companion Jar,https://eldenring.fanapis.com/images/talismans/17f69eaed7fl0i2sz3buubfj570rq.png
Flock's Canvas Talisman,https://eldenring.fanapis.com/images/talismans/17f6976f6b0l0i2szav175mw9xww9x.png
Concealing Veil,https://eldenring.fanapis.com/images/talismans/17f69c9bfc8l0i2sze3h5gawcr577p.png
Furled Finger's Trick-mirror,https://eldenring.fanapis.com/images/talismans/17f69cdc905l0i2szmkk79ces1m9ea.png
Crucible Feather Talisman,https://eldenring.fanapis.com/images/talismans/17f69d33e2dl0i2szt872otxd3taua.png
Daedicar's Woe,https://eldenring.fanapis.com/images/talismans/17f699d64d5l0i2szu3wjjkmeqklc.png
Host's Trick-mirror,https://eldenring.fanapis.com/images/talismans/17f69e0bce6l0i2szv2ltfxx820p4e.png
Entwining Umbilical Cord,https://eldenring.fanapis.com/images/talismans/17f696c4991l0i2szwm52zrw4bgso4.png
