name,image
Celebrant's Sickle,https://eldenring.fanapis.com/images/weapons/17f69538376l0i1ouzstk2t2dod57i.png
Glintstone Kris,https://eldenring.fanapis.com/images/weapons/17f69756a35l0i1ov1vi3cb4201sxa.png
Scorpion's Stinger,https://eldenring.fanapis.com/images/weapons/17f69d58e08l0i1ovazqw2hxmxgdc.png
Great Knife,https://eldenring.fanapis.com/images/weapons/17f6994d16cl0i1ovl2w2asf8hogd.png
Wakizashi,https://eldenring.fanapis.com/images/weapons/17f69a01b63l0i1ovq80hzuqcz211pn.png
Cinquedea,https://eldenring.fanapis.com/images/weapons/17f6986cfc4l0i1ovvz1l7bcfxqjc9.png
Ivory Sickle,https://eldenring.fanapis.com/images/weapons/17f69dba532l0i1ow5zn175dgtjn5d.png
Erdsteel Dagger,https://eldenring.fanapis.com/images/weapons/17f69c27224l0i1owfsl4rcc4fgbpe.png
Blade Of Calling,https://eldenring.fanapis.com/images/weapons/17f69619348l0i1owhkpnh4pq8aju.png
Bloodstained Dagger,https://eldenring.fanapis.com/images/weapons/17f69568512l0i1owirx8rozwu94e.png
Spiked Caestus,https://eldenring.fanapis.com/images/weapons/17f69822bd8l0i1owzfs8dkv6m0tk.png
Caestus,https://eldenring.fanapis.com/images/weapons/17f6961de5dl0i1ox1mrfqv4sj0p5.png
Grafted Dragon,https://eldenring.fanapis.com/images/weapons/17f69598b19l0i1ox85gn7f2sgqpad.png
Iron Ball,https://eldenring.fanapis.com/images/weapons/17f69bdc512l0i1ox8z0tvmo6500lc.png
Star Fist,https://eldenring.fanapis.com/images/weapons/17f6958d2a1l0i1oxak1ho6m56edgwi.png
Katar,https://eldenring.fanapis.com/images/weapons/17f699730a1l0i1oxo8gfllal3rur.png
Clinging Bone,https://eldenring.fanapis.com/images/weapons/17f695cc915l0i1oxrft0i2enqepoe.png
Cipher Pata,https://eldenring.fanapis.com/images/weapons/17f69de7e01l0i1oxypr2s4rzvhwnj.png
Veteran's Prosthesis,https://eldenring.fanapis.com/images/weapons/17f69912ed2l0i1oxzumweqnzkb2tl.png
Nightrider Flail,https://eldenring.fanapis.com/images/weapons/17f69d96e43l0i1oy4z04zq0mvzanru.png
Flail,https://eldenring.fanapis.com/images/weapons/17f69552774l0i1oyd6lwf3vlq0nhn.png
Family Heads,https://eldenring.fanapis.com/images/weapons/17f695341ecl0i1oyf1mscsd2tuuid.png
Bastard's Stars,https://eldenring.fanapis.com/images/weapons/17f6992e218l0i1oykgr0udpp09p3.png
Glintstone Staff,https://eldenring.fanapis.com/images/weapons/17f69930219l0i1oytgbre6o33dti.png
Crystal Staff,https://eldenring.fanapis.com/images/weapons/17f699946f4l0i1oz2nopkhsi7qz5p.png
Chainlink Flail,https://eldenring.fanapis.com/images/weapons/17f69c119f0l0i1oz3m7cwvc1jqa6w.png
Gelmir Glintstone Staff,https://eldenring.fanapis.com/images/weapons/17f69d7a8dcl0i1oz4x85o3hhhl069.png
Demi-human Queen's Staff,https://eldenring.fanapis.com/images/weapons/17f6960232el0i1oz9tjni3i1ghuy.png
Carian Regal Scepter,https://eldenring.fanapis.com/images/weapons/17f6953c900l0i1ozjupz92p99yzi.png
Astrologer's Staff,https://eldenring.fanapis.com/images/weapons/17f69b2786dl0i1ozt246l3i5ng1n3.png
Digger's Staff,https://eldenring.fanapis.com/images/weapons/17f6960a2b7l0i1ozuak6b667gyiqq.png
Prince Of Death's Star,https://eldenring.fanapis.com/images/weapons/17f697c8bb1l0i1ozxd3885l5ejmcw.png
Carian Glintblade Staff,https://eldenring.fanapis.com/images/weapons/17f69bfdbcdl0i1ozxotkx767c6z5e.png
Albinauric Staff,https://eldenring.fanapis.com/images/weapons/17f69d0ae08l0i1p06vghydco2o29u.png
Academy Glintstone Staff,https://eldenring.fanapis.com/images/weapons/17f69dea799l0i1p0jj1dc7gc9ooad.png
Carian Glintstone Staff,https://eldenring.fanapis.com/images/weapons/17f6967c49cl0i1p0mowlnjq4ufrl.png
Azur's Glintstone Staff,https://eldenring.fanapis.com/images/weapons/17f695d9e5dl0i1p0otrlfxvt1g9n9.png
Lusat's Glintstone Staff,https://eldenring.fanapis.com/images/weapons/17f695a0063l0i1p0qdogpnbjb7xnf.png
Meteorite Staff,https://eldenring.fanapis.com/images/weapons/17f6995e6eel0i1p0ujryl4uvjkiji.png
Staff Of The Guilty,https://eldenring.fanapis.com/images/weapons/17f698cdcd5l0i1p17cuvrv89tk1t.png
Rotten Crystal Staff,https://eldenring.fanapis.com/images/weapons/17f69594fd1l0i1p1ad5rxu1z3y9xt.png
Greataxe,https://eldenring.fanapis.com/images/weapons/17f69932567l0i1p1g57mgpbxaj4hw.png
Great Omenkiller Cleaver,https://eldenring.fanapis.com/images/weapons/17f69c517f3l0i1p1j5gib5p31b06c.png
Staff Of Loss,https://eldenring.fanapis.com/images/weapons/17f69c940f6l0i1p1noaxeazv2s6xo.png
Crescent Moon Axe,https://eldenring.fanapis.com/images/weapons/17f6962ddb3l0i1p1wgacx8m0mpy3c.png
Axe Of Godrick,https://eldenring.fanapis.com/images/weapons/17f69a0a0del0i1p1ze2uhbxr6enmw.png
Longhaft Axe,https://eldenring.fanapis.com/images/weapons/17f69822237l0i1p270w3dlqvx3kil.png
Executioner's Greataxe,https://eldenring.fanapis.com/images/weapons/17f69bd922al0i1p2frazvyrv41tge.png
Rusted Anchor,https://eldenring.fanapis.com/images/weapons/17f696240e3l0i1p2l8nsbm1tuf3kq.png
Winged Greathorn,https://eldenring.fanapis.com/images/weapons/17f699a5bafl0i1p2louzpgjcml2zi.png
Butchering Knife,https://eldenring.fanapis.com/images/weapons/17f698a1aa2l0i1p2ttzr3kqvtkrqo.png
Gargoyle's Great Axe,https://eldenring.fanapis.com/images/weapons/17f69aff1efl0i1p2xlel2i8mhvc2o.png
Lion Greatbow,https://eldenring.fanapis.com/images/weapons/17f694ec20bl0i1p34h48fycewmkr1.png
Erdtree Greatbow,https://eldenring.fanapis.com/images/weapons/17f69727d35l0i1p3af7vawzb2qx4v.png
Golem Greatbow,https://eldenring.fanapis.com/images/weapons/17f69ba8511l0i1p3aular3j6um6ed.png
Greatbow,https://eldenring.fanapis.com/images/weapons/17f6967c4f3l0i1p3l1xull5qamw2.png
Mohgwyn's Sacred Spear,https://eldenring.fanapis.com/images/weapons/17f696abc5el0i1p3mxdl2nf7g3wsu.png
Siluria's Tree,https://eldenring.fanapis.com/images/weapons/17f6948ce42l0i1p3rnqwtrftgh5gg.png
Vyke's War Spear,https://eldenring.fanapis.com/images/weapons/17f6949e9bbl0i1p3z882yhinlaqxj.png
Serpent-hunter,https://eldenring.fanapis.com/images/weapons/17f69b0a1dcl0i1p3zvfkgywidwr2.png
Lance,https://eldenring.fanapis.com/images/weapons/17f6965c8c7l0i1p4ca48460ednlrf.png
Treespear,https://eldenring.fanapis.com/images/weapons/17f6995c642l0i1p4de8g3enadtufs.png
Bastard Sword,https://eldenring.fanapis.com/images/weapons/17f69a8d915l0i1p4kqv889wy4d4vc.png
Forked Greatsword,https://eldenring.fanapis.com/images/weapons/17f6995269el0i1p4oqujogklpkccd.png
Iron Greatsword,https://eldenring.fanapis.com/images/weapons/17f698d80fal0i1p4tl3fnkays6xcs.png
Lordsworn's Greatsword,https://eldenring.fanapis.com/images/weapons/17f69c84a0fl0i1p53njeg78jpm83g.png
Knight's Greatsword,https://eldenring.fanapis.com/images/weapons/17f696c3869l0i1p57ui4dkke1j2lb.png
Flamberge,https://eldenring.fanapis.com/images/weapons/17f69958ad2l0i1p5cvrojl4ty52zs.png
Ordovis's Greatsword,https://eldenring.fanapis.com/images/weapons/17f69914456l0i1p5gc8d6bi642ubp.png
Alabaster Lord's Sword,https://eldenring.fanapis.com/images/weapons/17f69a3766al0i1p5jn27ea0xazje3.png
Banished Knight's Greatsword,https://eldenring.fanapis.com/images/weapons/17f6961c7efl0i1p5tbamvedpnmzx4.png
Dark Moon Greatsword,https://eldenring.fanapis.com/images/weapons/17f69aa76b3l0i1p5w4xa7tbhq0qit.png
Sacred Relic Sword,https://eldenring.fanapis.com/images/weapons/17f6971ad09l0i1p698i6hg5fqq3ir.png
Helphen's Steeple,https://eldenring.fanapis.com/images/weapons/17f69a34499l0i1p69mtmqzfrxa7b.png
Blasphemous Blade,https://eldenring.fanapis.com/images/weapons/17f69a18c12l0i1p6irjv6m8ue2f5.png
Marais Executioner's Sword,https://eldenring.fanapis.com/images/weapons/17f69af1239l0i1p6tbsakd85i69of.png
Sword Of Milos,https://eldenring.fanapis.com/images/weapons/17f6998ff30l0i1p6uu73zw546f13u.png
Golden Order Greatsword,https://eldenring.fanapis.com/images/weapons/17f69c19b1al0i1p77ig6czaoxosd.png
Claymore,https://eldenring.fanapis.com/images/weapons/17f69d938dal0i1p7cva71qgpwuo6w.png
Gargoyle's Greatsword,https://eldenring.fanapis.com/images/weapons/17f69d64ed7l0i1p7jmmtge0ag3i4.png
Death's Poker,https://eldenring.fanapis.com/images/weapons/17f69d8a812l0i1p7s9xmq3zqql69.png
Gargoyle's Blackblade,https://eldenring.fanapis.com/images/weapons/17f69d4d41el0i1p7vs0vjortsg7oc.png
Pest's Glaive,https://eldenring.fanapis.com/images/weapons/17f6998e2a7l0i1p8fxd6bbyw83nts.png
Halberd,https://eldenring.fanapis.com/images/weapons/17f696b2b4al0i1p8ly2eaf2vbepd6.png
Lucerne,https://eldenring.fanapis.com/images/weapons/17f69a4b70bl0i1p8n5ha1qpziq1xg.png
Banished Knight's Halberd,https://eldenring.fanapis.com/images/weapons/17f698a6131l0i1p8u3hufx2lc7nr.png
Commander's Standard,https://eldenring.fanapis.com/images/weapons/17f6991e5c5l0i1p8vp4fgo45r89ky.png
Ripple Crescent Halberd,https://eldenring.fanapis.com/images/weapons/17f694ee743l0i1p9ku7l29fh314nu.png
Nightrider Glaive,https://eldenring.fanapis.com/images/weapons/17f6962a77bl0i1p9nswfravtg3kil.png
Vulgar Militia Saw,https://eldenring.fanapis.com/images/weapons/17f6959d46el0i1p9thpf3fa8syut.png
Golden Halberd,https://eldenring.fanapis.com/images/weapons/17f6973b001l0i1p9v6qffivf6eh3.png
Glaive,https://eldenring.fanapis.com/images/weapons/17f69afd8dcl0i1p9y9s33uzxd9fek.png
Loretta's War Sickle,https://eldenring.fanapis.com/images/weapons/17f69869f89l0i1panhih63470rmve.png
Guardian's Swordspear,https://eldenring.fanapis.com/images/weapons/17f6984431bl0i1papfl53ticoff4p.png
Dragon Halberd,https://eldenring.fanapis.com/images/weapons/17f69c95d75l0i1paugymrcjquua4q.png
Vulgar Militia Shotel,https://eldenring.fanapis.com/images/weapons/17f69884882l0i1pawmnlwtwvbmm8.png
Gargoyle's Halberd,https://eldenring.fanapis.com/images/weapons/17f69c725a8l0i1pay72k5pcw8pvc6.png
Mace,https://eldenring.fanapis.com/images/weapons/17f69a7bbbcl0i1pbo28bmzr0t6jyp.png
Gargoyle's Black Halberd,https://eldenring.fanapis.com/images/weapons/17f69a5df3cl0i1pboo1un3fj711tg.png
Curved Club,https://eldenring.fanapis.com/images/weapons/17f696774f3l0i1pbvceygv4mkw0d7.png
Warpick,https://eldenring.fanapis.com/images/weapons/17f694ca651l0i1pbx2gimykg3587g.png
Club,https://eldenring.fanapis.com/images/weapons/17f694bb057l0i1pc726b2jy8z22n.png
Spiked Club,https://eldenring.fanapis.com/images/weapons/17f699d1084l0i1pcmssd76cdlcjqk.png
Hammer,https://eldenring.fanapis.com/images/weapons/17f69a22461l0i1pcneoqys4gxbav.png
Varré's Bouquet,https://eldenring.fanapis.com/images/weapons/17f69aced5el0i1pcsbypcz3lxclfq.png
Morning Star,https://eldenring.fanapis.com/images/weapons/17f69d6e6e0l0i1pctcpzxxaoxt1wc.png
Monk's Flamemace,https://eldenring.fanapis.com/images/weapons/17f69b676c4l0i1pcy677icvt5r8m9.png
Envoy's Horn,https://eldenring.fanapis.com/images/weapons/17f695571bbl0i1pdcktfpfya20p2.png
Scepter Of The All-knowing,https://eldenring.fanapis.com/images/weapons/17f6980f9d0l0i1pdddh1p7a12vqnc.png
Nox Flowing Hammer,https://eldenring.fanapis.com/images/weapons/17f69b63034l0i1pdhypowirop759.png
Ringed Finger,https://eldenring.fanapis.com/images/weapons/17f69b7f413l0i1pdlfnyqleuyg0fm.png
Stone Club,https://eldenring.fanapis.com/images/weapons/17f6984dcccl0i1pdm4f6od648mce.png
Marika's Hammer,https://eldenring.fanapis.com/images/weapons/17f6976dccbl0i1pdxa3y1gcjkryhw.png
Bloody Helice,https://eldenring.fanapis.com/images/weapons/17f69987c03l0i1pdyutp139wmu1sh.png
Great Épée,https://eldenring.fanapis.com/images/weapons/17f696cbcb2l0i1pe89fm2alskh2df.png
Godskin Stitcher,https://eldenring.fanapis.com/images/weapons/17f6969f10el0i1pecne5vzed6lx56.png
Dragon King's Cragblade,https://eldenring.fanapis.com/images/weapons/17f699a14b1l0i1pekzisiwkpul53i.png
Uchigatana,https://eldenring.fanapis.com/images/weapons/17f69cd8a23l0i1peugvwepjdkaqh.png
Nagakiba,https://eldenring.fanapis.com/images/weapons/17f69728e6al0i1peyh4scwxfhl357.png
Hand Of Malenia,https://eldenring.fanapis.com/images/weapons/17f69667faal0i1pezui5k6y6r0fin.png
Meteoric Ore Blade,https://eldenring.fanapis.com/images/weapons/17f69513a8al0i1pf3ozolljjevfk.png
Rivers Of Blood,https://eldenring.fanapis.com/images/weapons/17f6946d08bl0i1pfb4sevs913hvu.png
Moonveil,https://eldenring.fanapis.com/images/weapons/17f69a10accl0i1pfj7uwvc9kzei7d.png
Dragonscale Blade,https://eldenring.fanapis.com/images/weapons/17f69c558e4l0i1pfn93tt9wcpo0di.png
Serpentbone Blade,https://eldenring.fanapis.com/images/weapons/17f69d611efl0i1pfqtebu0oq2b2w4.png
Shortbow,https://eldenring.fanapis.com/images/weapons/17f6994d14el0i1pfsvoe12uhfhqnc.png
Misbegotten Shortbow,https://eldenring.fanapis.com/images/weapons/17f69b492f2l0i1pg02g5smf5kummp.png
Red Branch Shortbow,https://eldenring.fanapis.com/images/weapons/17f6971cafal0i1pg8ls91ef3yrf8r.png
Harp Bow,https://eldenring.fanapis.com/images/weapons/17f69491311l0i1pgceffu5ll8sovn.png
Composite Bow,https://eldenring.fanapis.com/images/weapons/17f6976f477l0i1pgfgwmdenvupj5.png
Scythe,https://eldenring.fanapis.com/images/weapons/17f69502a09l0i1pgjcmg5igz1j0mr.png
Grave Scythe,https://eldenring.fanapis.com/images/weapons/17f69920f78l0i1pgs2yaxn0jafxk.png
Halo Scythe,https://eldenring.fanapis.com/images/weapons/17f697b3423l0i1pgz84q3gg342rvu.png
Winged Scythe,https://eldenring.fanapis.com/images/weapons/17f69abddefl0i1ph323xr196zcpc.png
Finger Seal,https://eldenring.fanapis.com/images/weapons/17f699368ccl0i1ph45qf42ty540od.png
Godslayer's Seal,https://eldenring.fanapis.com/images/weapons/17f69bbd392l0i1ph9qxgols7hl7qc.png
Giant's Seal,https://eldenring.fanapis.com/images/weapons/17f6995ccbfl0i1phh558cbgycwuo.png
Clawmark Seal,https://eldenring.fanapis.com/images/weapons/17f697c0b2dl0i1phqrezjlqqlunoa.png
Golden Order Seal,https://eldenring.fanapis.com/images/weapons/17f69d76aa8l0i1phsgjq5azzb5g1.png
Erdtree Seal,https://eldenring.fanapis.com/images/weapons/17f69746125l0i1phti5gxbjc1nfhx.png
Erdtree Seal,https://eldenring.fanapis.com/images/weapons/17f698bacafl0i1phz3om56qt5bqof.png
Dragon Communion Seal,https://eldenring.fanapis.com/images/weapons/17f697307d1l0i1pi6qvgmp5wuhmk.png
Frenzied Flame Seal,https://eldenring.fanapis.com/images/weapons/17f69885c93l0i1pihpfc550piu1x.png
Spear,https://eldenring.fanapis.com/images/weapons/17f697047a0l0i1pik0le4bp23xal.png
Short Spear,https://eldenring.fanapis.com/images/weapons/17f69bba35dl0i1pilsvl3r9ub4cf9.png
Crystal Spear,https://eldenring.fanapis.com/images/weapons/17f69a617edl0i1piq3kor6g6xs3ql.png
Clayman's Harpoon,https://eldenring.fanapis.com/images/weapons/17f69b1e4cfl0i1piuurxtzf8019c.png
Partisan,https://eldenring.fanapis.com/images/weapons/17f698971dfl0i1pja9443dg722bb3.png
Celebrant's Rib-rake,https://eldenring.fanapis.com/images/weapons/17f694b74eel0i1pjc1y7lp7e97wy.png
Cleanrot Spear,https://eldenring.fanapis.com/images/weapons/17f698acb69l0i1pjffhe1kjzha5v.png
Pike,https://eldenring.fanapis.com/images/weapons/17f6975ef77l0i1pjgwds05239gwag.png
Torchpole,https://eldenring.fanapis.com/images/weapons/17f69d10518l0i1pjt3166nis69mk9.png
Bolt Of Gransax,https://eldenring.fanapis.com/images/weapons/17f6993e936l0i1pjyhfk7vfpgc8ce.png
Cross-naginata,https://eldenring.fanapis.com/images/weapons/17f69b7874el0i1pk0zpdda5qgjzi.png
Death Ritual Spear,https://eldenring.fanapis.com/images/weapons/17f6963cc83l0i1pk36gu3e5f8fpxm.png
Inquisitor's Girandole,https://eldenring.fanapis.com/images/weapons/17f69ac78dcl0i1pke5of594dboffh.png
Spiked Spear,https://eldenring.fanapis.com/images/weapons/17f6975dd97l0i1pkiw33ipbj1wu2d.png
Rotten Crystal Spear,https://eldenring.fanapis.com/images/weapons/17f69c12977l0i1pkr6s0g1o7v5kz.png
Iron Spear,https://eldenring.fanapis.com/images/weapons/17f698a34afl0i1pku2sj7lswv0zy.png
Winged Spear,https://eldenring.fanapis.com/images/weapons/17f697d5fe2l0i1pkvirys2xrxe0un.png
Longsword,https://eldenring.fanapis.com/images/weapons/17f69a84ec9l0i1pl7rf93vq4jlbt8.png
Short Sword,https://eldenring.fanapis.com/images/weapons/17f699b4949l0i1plb5z4sznm17g7p.png
Broadsword,https://eldenring.fanapis.com/images/weapons/17f696356b4l0i1pljd3dmbyei0rzd.png
Lordsworn's Straight Sword,https://eldenring.fanapis.com/images/weapons/17f69b31ef4l0i1plkiau08p955pt5.png
