name,image
Explosive Ghostflame,https://eldenring.fanapis.com/images/sorceries/17f6989bf92l0hykv0ugfsrr1nuyy6.png
Freezing Mist,https://eldenring.fanapis.com/images/sorceries/17f698eaeabl0hykv0y1tsef3d740n.png
Gelmir's Fury,https://eldenring.fanapis.com/images/sorceries/17f6970b6del0hykw6jbvxlnultl.png
Gavel Of Haima,https://eldenring.fanapis.com/images/sorceries/17f697a11c6l0hykw8gs7a4bj2bzi.png
Glintstone Arc,https://eldenring.fanapis.com/images/sorceries/17f6923b831l0hykweqyar0a2aerzn.png
Glintstone Cometshard,https://eldenring.fanapis.com/images/sorceries/17f6933356el0hykwkb5c4f5eue05g.png
Glintstone Pebble,https://eldenring.fanapis.com/images/sorceries/17f692eb5c4l0hykwkentckpz3y24a.png
Glintstone Stars,https://eldenring.fanapis.com/images/sorceries/17f6944ddfel0hykwkrvbsv9aa4yv.png
Glintstone Icecrag,https://eldenring.fanapis.com/images/sorceries/17f6964e156l0hykwlsm0jw2254jkf.png
Glintblade Phalanx,https://eldenring.fanapis.com/images/sorceries/17f694aa956l0hykwnt8t2s7k2ohg8.png
Gravity Well,https://eldenring.fanapis.com/images/sorceries/17f68fa1c72l0hykxlbrlhvbrbbyqn.png
Great Glintstone Shard,https://eldenring.fanapis.com/images/sorceries/17f696ff8b3l0hyky03xbsyxdc6ybe.png
Lucidity,https://eldenring.fanapis.com/images/sorceries/17f6916d3a1l0hyky82ck5l071k7zt.png
Greatblade Phalanx,https://eldenring.fanapis.com/images/sorceries/17f69580940l0hyky9z5ebz67i2kvd.png
Great Oracular Bubble,https://eldenring.fanapis.com/images/sorceries/17f695ccb66l0hykyaen5y0w0khkll.png
Oracle Bubble,https://eldenring.fanapis.com/images/sorceries/17f6971b61dl0hykyaiiyblbxaeim.png
Loretta's Greatbow,https://eldenring.fanapis.com/images/sorceries/17f6921c90fl0hykycr9xzxlra3r57.png
Loretta's Mastery,https://eldenring.fanapis.com/images/sorceries/17f696d8893l0hykyj6qhbawvh09t.png
Magic Downpour,https://eldenring.fanapis.com/images/sorceries/17f69330670l0hykywaqrpmwdbzpyj.png
Magic Glintblade,https://eldenring.fanapis.com/images/sorceries/17f69818087l0hykz26ox2vtdp84yq.png
Magma Shot,https://eldenring.fanapis.com/images/sorceries/17f6985da4cl0hykzwl2ly1lk18kxg.png
Meteorite,https://eldenring.fanapis.com/images/sorceries/17f6979d7f4l0hyl01q26suhho4xsd.png
Night Comet,https://eldenring.fanapis.com/images/sorceries/17f69763b5dl0hyl03j39aq843i4li.png
Meteorite Of Astel,https://eldenring.fanapis.com/images/sorceries/17f68fe64del0hyl068olsfxrrts7.png
Night Shard,https://eldenring.fanapis.com/images/sorceries/17f69717eddl0hyl0exs9l0a0sdw6s.png
Night Maiden's Mist,https://eldenring.fanapis.com/images/sorceries/17f690350b7l0hyl0i9t31pb2ahyzj.png
Rancorcall,https://eldenring.fanapis.com/images/sorceries/17f69062ddbl0hyl0j0sh5cueid15m.png
Oracle Bubbles,https://eldenring.fanapis.com/images/sorceries/17f698db556l0hyl0jjihm0vl3xdwh.png
Rennala's Full Moon,https://eldenring.fanapis.com/images/sorceries/17f696ded8bl0hyl1chm38nbkimwj9.png
Ranni's Dark Moon,https://eldenring.fanapis.com/images/sorceries/17f6933fcffl0hyl1h3yit07w1s9ta.png
Rock Blaster,https://eldenring.fanapis.com/images/sorceries/17f6960508el0hyl1nhkrxurxy1oqd.png
Roiling Magma,https://eldenring.fanapis.com/images/sorceries/17f695b8eb1l0hyl1wwn8bq4hod2yh.png
Rykard's Rancor,https://eldenring.fanapis.com/images/sorceries/17f6956b602l0hyl1xzxdrjbidynzq.png
Rock Sling,https://eldenring.fanapis.com/images/sorceries/17f697513fdl0hyl1yp7y0bcj3si6i.png
Scholar's Armament,https://eldenring.fanapis.com/images/sorceries/17f694eec4fl0hyl27r5xh06ckw1so.png
Scholar's Shield,https://eldenring.fanapis.com/images/sorceries/17f69379d7el0hyl27xfguetq35bni.png
Shard Spiral,https://eldenring.fanapis.com/images/sorceries/17f69233f99l0hyl32ixqa8cf501y.png
Shatter Earth,https://eldenring.fanapis.com/images/sorceries/17f69240fcdl0hyl38ber0x0u7bv3d.png
Starlight,https://eldenring.fanapis.com/images/sorceries/17f6902b989l0hyl3f6iorcnaeypi.png
Star Shower,https://eldenring.fanapis.com/images/sorceries/17f693402e5l0hyl3gzhtqb01yjf3k.png
Stars Of Ruin,https://eldenring.fanapis.com/images/sorceries/17f6974051al0hyl3kcvhpy2j6smf.png
Shattering Crystal,https://eldenring.fanapis.com/images/sorceries/17f696ec037l0hyl3ngvf00twpbcg.png
Swift Glintstone Shard,https://eldenring.fanapis.com/images/sorceries/17f69183747l0hyl3o1tnkgev3q3qs.png
Terra Magicus,https://eldenring.fanapis.com/images/sorceries/17f694f65f4l0hyl3qlnj0oepap3pg.png
Unseen Blade,https://eldenring.fanapis.com/images/sorceries/17f69321284l0hyl4lnndsfcv2un9k.png
Unseen Form,https://eldenring.fanapis.com/images/sorceries/17f698ec32bl0hyl4ouriysbeaoqvp.png
Thops's Barrier,https://eldenring.fanapis.com/images/sorceries/17f69332a7cl0hyl4q0ahq1rhl510s.png
Zamor Ice Storm,https://eldenring.fanapis.com/images/sorceries/17f693b4e3cl0hyl4rjaph3b2vbtk5.png
Tibia's Summons,https://eldenring.fanapis.com/images/sorceries/17f692e03b8l0hyl4rlgts2b9n06wj.png
